order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,delivery_status,shipping_cost
2061,DTDC,TRK4148572602,2022-07-12,2022-07-18,2022-07-18,Delivered,145.78
2062,Ekart,TRK9254686272,2023-06-10,2023-06-14,,Shipped,223.75
2063,Ekart,TRK8840766420,2022-10-26,2022-11-01,2022-11-02,Delivered,214.81
2064,DTDC,TRK7632713538,2023-01-14,2023-01-19,,Shipped,215.0
2065,FedEx India,TRK6762592386,2022-04-22,2022-04-25,2022-04-28,Delivered,71.34
2066,Delhivery,TRK8790604886,2023-04-17,2023-04-23,2023-04-24,Delivered,54.08
2067,Delhivery,TRK9320553405,2022-02-06,2022-02-13,,Shipped,115.93
2069,FedEx India,TRK0892739615,2022-10-14,2022-10-17,2022-10-18,Delivered,62.85
2070,Delhivery,TRK9764053567,2024-06-03,2024-06-10,2024-06-12,Delivered,76.36
2071,Delhivery,TRK0789775542,2023-02-07,2023-02-12,2023-02-15,Delivered,76.13
2072,FedEx India,TRK6190384227,2023-11-04,2023-11-08,,Shipped,189.89
2073,FedEx India,TRK3627320222,2024-03-19,2024-03-26,2024-03-26,Delivered,65.76
2075,BlueDart,TRK7111757691,2023-04-30,2023-05-03,,Shipped,136.82
2077,Ekart,TRK7162042985,2022-11-29,2022-12-03,2022-12-02,Delivered,100.79
2078,DTDC,TRK1448698305,2024-05-02,2024-05-07,2024-05-08,Delivered,128.18
2079,DTDC,TRK2169039220,2022-06-13,2022-06-18,2022-06-19,Delivered,63.2
2080,Ekart,TRK2698014264,2023-11-30,2023-12-06,2023-12-08,Delivered,41.48
2083,FedEx India,TRK7106801770,2023-09-21,2023-09-28,2023-10-01,Delivered,215.94
2085,Ekart,TRK3163705004,2022-06-29,2022-07-02,2022-07-04,Delivered,183.98
2086,DTDC,TRK9332672446,2023-10-17,2023-10-23,2023-10-25,Delivered,143.23
2087,DTDC,TRK9317294763,2023-03-27,2023-04-01,,Shipped,211.45
2092,DTDC,TRK8083906540,2024-01-18,2024-01-24,,Shipped,220.88
2096,BlueDart,TRK2599851939,2023-06-16,2023-06-19,2023-06-22,Delivered,114.09
2097,Ekart,TRK3272728129,2023-09-11,2023-09-16,2023-09-16,Delivered,163.08
2100,Ekart,TRK1635049602,2023-07-04,2023-07-09,2023-07-09,Delivered,54.83
2101,FedEx India,TRK6676527284,2022-11-17,2022-11-22,2022-11-25,Delivered,170.87
2102,FedEx India,TRK5397499507,2022-04-26,2022-05-03,2022-05-03,Delivered,164.59
2103,Ekart,TRK0886406756,2022-12-15,2022-12-19,2022-12-21,Delivered,115.72
2104,FedEx India,TRK0208019290,2022-03-03,2022-03-07,2022-03-06,Delivered,130.54
2105,FedEx India,TRK2215439044,2024-02-17,2024-02-20,,Shipped,126.97
2107,Delhivery,TRK8909322533,2024-04-07,2024-04-14,2024-04-17,Delivered,138.16
2108,Ekart,TRK3202351025,2024-01-31,2024-02-07,,Shipped,130.68
2109,Delhivery,TRK5501935450,2022-05-14,2022-05-17,2022-05-19,Delivered,208.09
2110,BlueDart,TRK3698884393,2023-06-06,2023-06-12,2023-06-14,Delivered,82.46
2113,BlueDart,TRK3324362962,2023-01-25,2023-01-29,,Shipped,208.02
2114,FedEx India,TRK0805983124,2022-02-25,2022-03-01,2022-02-28,Delivered,80.74
2115,Delhivery,TRK4129075965,2023-12-23,2023-12-27,2023-12-30,Delivered,212.36
2118,BlueDart,TRK9992012376,2022-01-12,2022-01-15,2022-01-14,Delivered,62.78
2119,Ekart,TRK3177495421,2024-03-26,2024-03-31,2024-03-30,Delivered,124.1
2120,FedEx India,TRK0629419375,2024-06-16,2024-06-23,,Shipped,107.91
2121,Ekart,TRK9192267131,2023-03-28,2023-04-02,2023-04-03,Delivered,68.02
2123,BlueDart,TRK7536264752,2023-05-08,2023-05-12,,Shipped,159.6
2124,FedEx India,TRK8646120961,2023-07-13,2023-07-16,2023-07-17,Delivered,80.5
2125,FedEx India,TRK7300992845,2024-05-31,2024-06-05,2024-06-06,Delivered,135.51
2126,FedEx India,TRK2403211535,2024-03-10,2024-03-15,2024-03-14,Delivered,236.87
2127,BlueDart,TRK5051432191,2022-10-04,2022-10-08,2022-10-11,Delivered,135.82
2129,DTDC,TRK4308779724,2022-10-17,2022-10-21,2022-10-22,Delivered,113.31
2130,Delhivery,TRK7925422188,2022-08-27,2022-09-03,2022-09-05,Delivered,244.41
2132,FedEx India,TRK3458192048,2023-12-20,2023-12-24,2023-12-27,Delivered,189.53
2135,BlueDart,TRK7706769333,2023-09-19,2023-09-26,2023-09-28,Delivered,179.5
2136,DTDC,TRK2998651590,2023-04-02,2023-04-09,2023-04-09,Delivered,108.67
2137,FedEx India,TRK2578464085,2023-03-19,2023-03-22,2023-03-25,Delivered,169.09
2138,DTDC,TRK8588382567,2024-02-22,2024-02-28,2024-02-28,Delivered,95.38
2143,Delhivery,TRK2620846729,2023-11-29,2023-12-04,2023-12-06,Delivered,128.39
2144,FedEx India,TRK2543551962,2024-01-10,2024-01-14,2024-01-16,Delivered,208.36
2145,Ekart,TRK8222501825,2023-01-28,2023-02-01,2023-02-03,Delivered,150.29
2147,DTDC,TRK6247286394,2024-03-01,2024-03-07,2024-03-10,Delivered,136.09
2148,BlueDart,TRK2012234149,2023-09-25,2023-10-02,2023-10-05,Delivered,226.15
2150,DTDC,TRK9290096627,2023-08-07,2023-08-10,,Shipped,67.53
2151,FedEx India,TRK0266045095,2023-04-20,2023-04-27,2023-04-26,Delivered,182.73
2152,DTDC,TRK6321740039,2023-01-05,2023-01-09,2023-01-08,Delivered,79.45
2155,Ekart,TRK1019335389,2024-03-17,2024-03-20,2024-03-20,Delivered,66.08
2156,Ekart,TRK2224711936,2022-07-01,2022-07-04,2022-07-07,Delivered,48.71
2157,Ekart,TRK0060827705,2022-04-30,2022-05-06,,Shipped,76.02
2158,Delhivery,TRK6461607626,2023-03-30,2023-04-04,2023-04-06,Delivered,184.61
2161,DTDC,TRK4385009537,2023-09-08,2023-09-11,2023-09-13,Delivered,110.68
2162,Ekart,TRK2346176231,2022-04-27,2022-05-01,2022-05-04,Delivered,84.55
2165,Delhivery,TRK3361094416,2024-03-19,2024-03-26,2024-03-26,Delivered,100.47
2167,FedEx India,TRK4231654413,2023-01-15,2023-01-19,2023-01-20,Delivered,90.52
2168,BlueDart,TRK7277685760,2022-04-20,2022-04-25,,Shipped,43.04
2169,FedEx India,TRK6349429046,2024-02-02,2024-02-08,2024-02-09,Delivered,105.81
2170,Delhivery,TRK1755188701,2022-08-12,2022-08-17,2022-08-16,Delivered,181.24
2171,Delhivery,TRK7999324202,2022-06-04,2022-06-08,2022-06-09,Delivered,151.14
2172,BlueDart,TRK4837444172,2022-08-20,2022-08-23,2022-08-25,Delivered,98.8
2173,Delhivery,TRK3456538694,2023-03-08,2023-03-15,2023-03-15,Delivered,194.88
2174,FedEx India,TRK7902548536,2024-03-29,2024-04-05,2024-04-04,Delivered,219.54
2175,Ekart,TRK2689047238,2023-03-31,2023-04-06,2023-04-05,Delivered,69.34
2176,FedEx India,TRK6410095385,2022-09-08,2022-09-13,2022-09-13,Delivered,58.07
2178,FedEx India,TRK5742164359,2024-06-21,2024-06-27,2024-06-29,Delivered,60.2
2182,Delhivery,TRK9009378146,2023-11-23,2023-11-27,2023-11-28,Delivered,187.55
2183,Delhivery,TRK0476143788,2022-10-22,2022-10-28,2022-10-30,Delivered,172.22
2185,DTDC,TRK4437066187,2024-03-04,2024-03-10,2024-03-11,Delivered,112.06
2186,Ekart,TRK5646726368,2022-06-22,2022-06-25,2022-06-27,Delivered,66.73
2187,Ekart,TRK1541858990,2023-04-29,2023-05-03,,Shipped,110.89
2188,BlueDart,TRK0277291084,2023-03-21,2023-03-24,2023-03-25,Delivered,138.31
2190,Ekart,TRK5078604356,2022-05-12,2022-05-18,2022-05-20,Delivered,129.88
2191,FedEx India,TRK6050337469,2022-05-05,2022-05-09,2022-05-12,Delivered,85.6
2194,DTDC,TRK8330677306,2024-05-07,2024-05-11,2024-05-14,Delivered,95.91
2195,BlueDart,TRK7182226679,2022-07-10,2022-07-13,,Shipped,214.78
2196,Ekart,TRK4190878865,2023-06-08,2023-06-11,2023-06-10,Delivered,83.62
2197,DTDC,TRK3859067396,2023-11-23,2023-11-27,,Shipped,159.57
2198,FedEx India,TRK3428987605,2023-06-06,2023-06-12,,Shipped,169.93
2199,Ekart,TRK5049221704,2022-08-29,2022-09-03,2022-09-06,Delivered,78.0
2200,FedEx India,TRK8618670663,2023-06-24,2023-06-30,2023-06-30,Delivered,85.2
2203,BlueDart,TRK2016290739,2022-10-13,2022-10-17,2022-10-20,Delivered,221.62
2204,BlueDart,TRK9289198271,2022-10-20,2022-10-26,2022-10-25,Delivered,184.62
2207,FedEx India,TRK8265337170,2022-04-10,2022-04-16,2022-04-17,Delivered,165.89
2209,BlueDart,TRK8649426942,2022-01-10,2022-01-15,2022-01-16,Delivered,137.01
2210,BlueDart,TRK0398313549,2023-08-10,2023-08-14,2023-08-13,Delivered,205.85
2211,DTDC,TRK0145996706,2023-04-12,2023-04-16,2023-04-16,Delivered,47.06
2212,BlueDart,TRK9219587305,2024-05-18,2024-05-23,2024-05-26,Delivered,58.66
2213,Ekart,TRK4982438843,2024-06-07,2024-06-12,2024-06-13,Delivered,79.81
2215,Delhivery,TRK0217816780,2022-03-19,2022-03-25,2022-03-26,Delivered,100.92
2216,DTDC,TRK6643158901,2023-10-09,2023-10-16,,Shipped,209.76
2217,BlueDart,TRK6492815037,2023-12-09,2023-12-12,2023-12-13,Delivered,70.94
2220,Delhivery,TRK0170926407,2023-10-08,2023-10-11,2023-10-13,Delivered,172.14
2221,Delhivery,TRK0308808172,2022-08-16,2022-08-22,,Shipped,190.74
2222,FedEx India,TRK6282968244,2024-04-15,2024-04-19,2024-04-21,Delivered,146.81
2224,BlueDart,TRK8500728895,2022-08-10,2022-08-17,2022-08-18,Delivered,180.42
2225,Delhivery,TRK9274116806,2022-08-03,2022-08-10,,Shipped,232.36
2226,BlueDart,TRK9196127662,2023-09-24,2023-09-29,2023-09-29,Delivered,48.29
2227,Delhivery,TRK0808203917,2023-05-14,2023-05-17,2023-05-16,Delivered,179.78
2229,DTDC,TRK0263444359,2023-10-11,2023-10-15,2023-10-16,Delivered,148.04
2230,Ekart,TRK6245870120,2022-04-12,2022-04-18,2022-04-20,Delivered,225.79
2231,DTDC,TRK4242536909,2022-12-02,2022-12-07,2022-12-10,Delivered,126.77
2232,DTDC,TRK1237530284,2022-11-24,2022-12-01,,Shipped,178.19
2234,Ekart,TRK9760396702,2023-05-19,2023-05-22,,Shipped,90.68
2235,Ekart,TRK4365240553,2022-10-04,2022-10-08,2022-10-08,Delivered,78.6
2236,FedEx India,TRK6481875403,2022-11-29,2022-12-04,2022-12-06,Delivered,219.69
2237,DTDC,TRK6488215977,2023-03-31,2023-04-03,2023-04-04,Delivered,102.3
2238,DTDC,TRK3854662323,2023-05-16,2023-05-20,,Shipped,109.91
2239,BlueDart,TRK6066799864,2022-11-14,2022-11-20,2022-11-20,Delivered,105.85
2240,DTDC,TRK9125949722,2023-07-06,2023-07-11,2023-07-10,Delivered,205.4
2241,Ekart,TRK0429862269,2023-09-23,2023-09-30,,Shipped,181.67
2242,DTDC,TRK9206661799,2024-01-13,2024-01-20,2024-01-21,Delivered,231.76
2244,Delhivery,TRK6235699929,2023-06-18,2023-06-24,2023-06-23,Delivered,48.77
2245,Delhivery,TRK9833587688,2024-05-11,2024-05-15,2024-05-17,Delivered,196.23
2247,FedEx India,TRK7779256041,2024-01-22,2024-01-29,2024-01-31,Delivered,194.72
2249,Delhivery,TRK3482084931,2023-05-14,2023-05-18,2023-05-17,Delivered,41.83
2252,Ekart,TRK5398391226,2024-04-18,2024-04-22,,Shipped,108.47
2253,Ekart,TRK0001440762,2022-03-19,2022-03-24,2022-03-26,Delivered,232.74
2254,Delhivery,TRK9143049134,2022-01-24,2022-01-28,2022-01-30,Delivered,174.65
2255,Ekart,TRK1038975287,2022-04-10,2022-04-16,,Shipped,126.77
2256,Ekart,TRK2099865642,2024-05-30,2024-06-04,2024-06-04,Delivered,236.5
2257,DTDC,TRK2405920823,2022-01-25,2022-01-28,2022-01-28,Delivered,169.95
2258,DTDC,TRK5309766919,2023-11-04,2023-11-11,2023-11-10,Delivered,86.34
2260,BlueDart,TRK4896298056,2023-12-22,2023-12-26,2023-12-29,Delivered,157.51
2261,Delhivery,TRK8201753079,2024-01-17,2024-01-24,2024-01-24,Delivered,115.96
2262,FedEx India,TRK6618695724,2022-04-23,2022-04-27,2022-04-30,Delivered,72.09
2263,Ekart,TRK0434741253,2024-03-03,2024-03-08,2024-03-07,Delivered,58.26
2264,BlueDart,TRK1379561007,2023-10-24,2023-10-30,2023-10-30,Delivered,156.97
2265,Delhivery,TRK7732175036,2022-03-29,2022-04-04,2022-04-07,Delivered,210.1
2266,Delhivery,TRK1920259991,2023-05-20,2023-05-23,2023-05-26,Delivered,138.25
2267,FedEx India,TRK9387337034,2024-05-11,2024-05-16,2024-05-18,Delivered,124.6
2268,Ekart,TRK2444748904,2022-08-28,2022-08-31,2022-09-02,Delivered,146.21
2269,DTDC,TRK7607862351,2024-01-31,2024-02-06,2024-02-08,Delivered,245.91
2270,BlueDart,TRK0765191708,2023-08-05,2023-08-10,2023-08-13,Delivered,86.62
2271,DTDC,TRK5173289514,2024-02-16,2024-02-23,2024-02-24,Delivered,84.18
2272,BlueDart,TRK5634091858,2023-11-02,2023-11-06,2023-11-07,Delivered,230.14
2274,Delhivery,TRK0558115744,2023-03-15,2023-03-20,,Shipped,110.43
2275,Delhivery,TRK9653916077,2022-06-17,2022-06-23,2022-06-23,Delivered,159.88
2277,Delhivery,TRK0040930454,2022-06-26,2022-07-02,,Shipped,158.77
2278,Delhivery,TRK1840398221,2024-06-15,2024-06-19,2024-06-20,Delivered,134.06
2280,DTDC,TRK8039662038,2022-10-07,2022-10-11,2022-10-12,Delivered,190.75
2281,BlueDart,TRK5886407880,2023-10-31,2023-11-07,2023-11-07,Delivered,139.45
2282,Delhivery,TRK2652951646,2024-04-05,2024-04-10,,Shipped,138.18
2283,DTDC,TRK9333562303,2022-09-18,2022-09-22,2022-09-23,Delivered,173.99
2284,Ekart,TRK9744088067,2024-02-06,2024-02-12,,Shipped,62.12
2285,DTDC,TRK0898709201,2024-04-30,2024-05-05,2024-05-08,Delivered,193.06
2286,FedEx India,TRK9918431132,2023-04-28,2023-05-05,2023-05-04,Delivered,245.87
2287,FedEx India,TRK6611584858,2022-07-26,2022-07-30,,Shipped,145.45
2288,DTDC,TRK0526321196,2022-03-06,2022-03-13,,Shipped,186.03
2289,FedEx India,TRK0472205397,2023-10-17,2023-10-21,2023-10-22,Delivered,244.09
2290,FedEx India,TRK0774544708,2022-07-19,2022-07-22,2022-07-22,Delivered,182.84
2291,DTDC,TRK2317146199,2023-01-14,2023-01-17,,Shipped,149.23
2292,BlueDart,TRK5394676626,2023-07-12,2023-07-17,,Shipped,127.59
2293,FedEx India,TRK2359605302,2022-04-17,2022-04-22,,Shipped,97.35
2294,FedEx India,TRK6184025787,2022-04-18,2022-04-22,2022-04-22,Delivered,222.45
2295,FedEx India,TRK0368605063,2023-01-29,2023-02-05,2023-02-04,Delivered,65.47
2296,DTDC,TRK0663605028,2024-04-09,2024-04-13,,Shipped,96.25
2297,Delhivery,TRK1640989103,2022-08-06,2022-08-09,2022-08-09,Delivered,175.53
2298,Delhivery,TRK9091203025,2024-04-04,2024-04-10,,Shipped,166.52
2299,BlueDart,TRK2094523759,2022-01-04,2022-01-11,2022-01-14,Delivered,209.48
2300,BlueDart,TRK7953192600,2023-03-30,2023-04-03,2023-04-03,Delivered,235.38
2301,Ekart,TRK9860275745,2024-02-19,2024-02-25,2024-02-25,Delivered,60.12
2302,Delhivery,TRK4492054894,2023-01-31,2023-02-03,,Shipped,41.24
2303,Delhivery,TRK4538118081,2022-11-22,2022-11-29,2022-11-28,Delivered,116.4
2305,DTDC,TRK8965583445,2023-03-25,2023-03-29,2023-03-29,Delivered,210.87
2306,BlueDart,TRK6622952179,2023-12-06,2023-12-10,2023-12-09,Delivered,101.13
2308,DTDC,TRK7056603616,2024-01-19,2024-01-26,2024-01-26,Delivered,56.71
2309,FedEx India,TRK2486070472,2022-07-16,2022-07-20,2022-07-20,Delivered,65.66
2310,BlueDart,TRK6602351585,2022-07-22,2022-07-28,2022-07-28,Delivered,47.34
2311,Delhivery,TRK0153017316,2022-11-15,2022-11-22,2022-11-23,Delivered,166.92
2312,Ekart,TRK7156058790,2022-01-15,2022-01-21,,Shipped,142.05
2313,BlueDart,TRK5224413395,2023-05-08,2023-05-15,2023-05-14,Delivered,41.64
2314,BlueDart,TRK4794064531,2023-10-06,2023-10-09,2023-10-12,Delivered,174.16
2316,Delhivery,TRK5790571918,2022-06-29,2022-07-05,2022-07-06,Delivered,217.01
2317,Ekart,TRK9866469365,2022-04-18,2022-04-23,2022-04-24,Delivered,151.22
2318,DTDC,TRK6183359748,2022-06-07,2022-06-14,,Shipped,231.03
2319,DTDC,TRK7680570237,2022-03-27,2022-04-01,2022-03-31,Delivered,105.65
2320,DTDC,TRK7184301922,2023-12-31,2024-01-06,2024-01-09,Delivered,64.21
2321,Delhivery,TRK0956733329,2024-05-26,2024-05-29,2024-06-01,Delivered,134.96
2322,Delhivery,TRK7323964402,2024-05-09,2024-05-13,,Shipped,151.94
2323,FedEx India,TRK8253267699,2023-08-25,2023-08-30,,Shipped,51.18
2324,FedEx India,TRK2427739238,2023-11-13,2023-11-20,2023-11-19,Delivered,220.82
2326,FedEx India,TRK5202320914,2022-03-30,2022-04-03,2022-04-04,Delivered,171.69
2327,Delhivery,TRK0169332844,2023-12-10,2023-12-13,2023-12-13,Delivered,215.85
2329,FedEx India,TRK2347199829,2022-05-02,2022-05-08,2022-05-07,Delivered,45.25
2331,BlueDart,TRK0755154526,2022-07-09,2022-07-13,,Shipped,77.37
2333,Ekart,TRK0756999138,2023-04-20,2023-04-24,2023-04-24,Delivered,183.48
2334,Ekart,TRK3100643322,2024-05-08,2024-05-14,,Shipped,120.72
2335,BlueDart,TRK6227777331,2022-05-17,2022-05-20,2022-05-20,Delivered,58.53
2336,Ekart,TRK6806647070,2022-10-14,2022-10-20,2022-10-22,Delivered,158.44
2337,DTDC,TRK3850360595,2022-07-13,2022-07-20,2022-07-20,Delivered,75.17
2338,BlueDart,TRK2984241074,2022-09-25,2022-09-28,,Shipped,61.32
2339,DTDC,TRK0274067582,2023-08-18,2023-08-24,2023-08-27,Delivered,63.27
2340,Delhivery,TRK6762590620,2023-10-11,2023-10-18,,Shipped,126.4
2341,Ekart,TRK0363856461,2023-08-26,2023-08-29,2023-08-29,Delivered,107.17
2342,Delhivery,TRK4974597931,2023-03-22,2023-03-29,2023-03-31,Delivered,223.68
2343,BlueDart,TRK8399798491,2022-12-19,2022-12-25,,Shipped,89.11
2344,Ekart,TRK4986099550,2024-03-25,2024-03-29,2024-03-28,Delivered,169.11
2345,BlueDart,TRK4932664322,2022-08-13,2022-08-19,2022-08-20,Delivered,83.83
2346,Delhivery,TRK3946121289,2023-11-08,2023-11-11,,Shipped,115.81
2347,BlueDart,TRK8115948534,2022-11-28,2022-12-05,2022-12-08,Delivered,99.01
2348,Ekart,TRK0012762239,2022-02-05,2022-02-10,2022-02-09,Delivered,133.95
2349,Delhivery,TRK8474225678,2022-01-10,2022-01-17,2022-01-18,Delivered,145.38
2350,DTDC,TRK7188822378,2022-04-16,2022-04-21,2022-04-23,Delivered,235.11
2351,DTDC,TRK8705841680,2023-07-15,2023-07-19,2023-07-21,Delivered,145.88
2352,BlueDart,TRK6134956479,2023-04-15,2023-04-22,2023-04-24,Delivered,50.4
2354,DTDC,TRK9846058679,2022-12-15,2022-12-19,2022-12-18,Delivered,176.59
2355,FedEx India,TRK4963830972,2024-06-19,2024-06-24,2024-06-23,Delivered,111.35
2356,BlueDart,TRK3610809261,2024-03-04,2024-03-09,2024-03-10,Delivered,190.76
2357,DTDC,TRK6620165557,2022-06-18,2022-06-24,2022-06-24,Delivered,132.79
2359,Delhivery,TRK8645786555,2024-02-12,2024-02-19,2024-02-21,Delivered,90.9
2361,FedEx India,TRK7512476400,2024-04-03,2024-04-07,2024-04-10,Delivered,45.42
2362,BlueDart,TRK0687586824,2023-11-07,2023-11-11,2023-11-10,Delivered,115.81
2363,DTDC,TRK0516654512,2022-07-10,2022-07-13,2022-07-13,Delivered,93.68
2364,FedEx India,TRK2444189974,2022-09-09,2022-09-15,2022-09-18,Delivered,46.52
2365,Ekart,TRK0233868608,2022-01-09,2022-01-12,2022-01-13,Delivered,46.19
2366,DTDC,TRK3570170363,2023-12-06,2023-12-12,2023-12-13,Delivered,53.49
2368,BlueDart,TRK0944238602,2022-04-12,2022-04-17,2022-04-19,Delivered,208.41
2370,Ekart,TRK0508983094,2024-06-14,2024-06-17,2024-06-19,Delivered,97.02
2371,FedEx India,TRK1349096197,2023-05-18,2023-05-25,,Shipped,131.48
2372,BlueDart,TRK9797245284,2023-09-19,2023-09-25,2023-09-25,Delivered,172.46
2374,DTDC,TRK1356948045,2022-03-22,2022-03-27,,Shipped,214.19
2375,Ekart,TRK0735674809,2022-08-08,2022-08-15,2022-08-14,Delivered,104.66
2376,FedEx India,TRK5739405980,2022-07-07,2022-07-10,2022-07-10,Delivered,153.91
2377,BlueDart,TRK2602944203,2024-04-21,2024-04-28,2024-04-27,Delivered,231.92
2378,DTDC,TRK1589258490,2022-07-05,2022-07-10,2022-07-12,Delivered,144.97
2381,FedEx India,TRK7342031977,2023-08-14,2023-08-20,2023-08-22,Delivered,229.45
2383,BlueDart,TRK7486759514,2022-11-09,2022-11-13,2022-11-14,Delivered,158.54
2385,Delhivery,TRK1864823088,2023-05-01,2023-05-07,,Shipped,48.19
2386,BlueDart,TRK2958684196,2024-03-16,2024-03-22,2024-03-24,Delivered,104.35
2387,BlueDart,TRK2332605869,2024-06-12,2024-06-18,,Shipped,199.26
2388,Ekart,TRK4276748317,2023-12-27,2023-12-31,2023-12-31,Delivered,156.57
2390,FedEx India,TRK3066293151,2022-02-13,2022-02-18,2022-02-18,Delivered,104.12
2391,Ekart,TRK8178824265,2024-06-30,2024-07-06,2024-07-08,Delivered,177.99
2392,Ekart,TRK5946989062,2023-11-24,2023-11-28,2023-11-27,Delivered,169.63
2393,FedEx India,TRK3272371798,2022-10-31,2022-11-07,2022-11-07,Delivered,151.74
2394,Ekart,TRK9022379006,2023-10-17,2023-10-24,2023-10-26,Delivered,204.61
2395,DTDC,TRK5487084779,2023-07-02,2023-07-09,,Shipped,144.76
2396,Delhivery,TRK5417675539,2022-04-08,2022-04-15,2022-04-18,Delivered,224.05
2397,BlueDart,TRK8188907378,2022-10-10,2022-10-15,2022-10-17,Delivered,227.27
2399,FedEx India,TRK1591579089,2023-04-16,2023-04-21,2023-04-20,Delivered,227.8
2401,DTDC,TRK4589626838,2023-01-28,2023-02-04,2023-02-07,Delivered,124.19
2402,Ekart,TRK4887638020,2023-10-16,2023-10-23,,Shipped,207.98
2403,Delhivery,TRK7612396121,2024-02-06,2024-02-11,2024-02-14,Delivered,100.06
2406,Delhivery,TRK9051881298,2024-03-26,2024-04-01,2024-04-01,Delivered,162.96
2408,Delhivery,TRK8618207066,2024-03-09,2024-03-15,2024-03-16,Delivered,67.48
2410,DTDC,TRK9010792372,2023-02-24,2023-02-27,2023-03-02,Delivered,193.94
2411,Delhivery,TRK9826893348,2022-10-04,2022-10-10,2022-10-12,Delivered,74.86
2412,Delhivery,TRK6497035067,2022-08-21,2022-08-25,2022-08-26,Delivered,244.4
2413,DTDC,TRK5789683355,2022-10-23,2022-10-28,,Shipped,227.94
2414,BlueDart,TRK7077312315,2023-03-10,2023-03-14,,Shipped,51.87
2415,BlueDart,TRK5505705218,2023-07-28,2023-08-03,2023-08-03,Delivered,91.63
2416,DTDC,TRK7993844404,2023-04-02,2023-04-07,2023-04-07,Delivered,59.29
2417,Ekart,TRK5883114147,2023-12-19,2023-12-23,2023-12-24,Delivered,225.27
2419,FedEx India,TRK0123503687,2022-12-21,2022-12-27,2022-12-27,Delivered,124.24
2420,Delhivery,TRK1568910977,2022-11-11,2022-11-17,2022-11-17,Delivered,226.25
2421,Ekart,TRK9780234456,2022-02-02,2022-02-08,2022-02-07,Delivered,99.5
2422,Ekart,TRK8446794036,2023-08-04,2023-08-09,2023-08-08,Delivered,195.44
2423,Delhivery,TRK6401632957,2023-07-25,2023-07-30,,Shipped,222.97
2424,Ekart,TRK3783159757,2022-05-16,2022-05-19,2022-05-18,Delivered,138.11
2427,Ekart,TRK2927318683,2023-02-26,2023-03-03,2023-03-04,Delivered,248.24
2428,BlueDart,TRK0291585423,2022-10-15,2022-10-20,2022-10-20,Delivered,200.71
2429,Ekart,TRK3241651854,2024-06-27,2024-07-04,,Shipped,151.61
2430,BlueDart,TRK8396607344,2023-05-31,2023-06-05,2023-06-07,Delivered,89.9
2434,BlueDart,TRK6746215958,2022-04-13,2022-04-16,2022-04-16,Delivered,171.05
2435,Delhivery,TRK4174916170,2023-02-27,2023-03-04,2023-03-06,Delivered,174.75
2436,FedEx India,TRK5022181698,2023-09-19,2023-09-25,,Shipped,100.54
2438,Delhivery,TRK1413447609,2023-08-09,2023-08-16,,Shipped,248.05
2439,Ekart,TRK4837740292,2022-01-26,2022-02-01,,Shipped,192.97
2440,DTDC,TRK8643302650,2024-06-04,2024-06-11,2024-06-14,Delivered,150.95
2441,BlueDart,TRK9962183667,2024-06-16,2024-06-23,2024-06-22,Delivered,115.63
2442,Ekart,TRK7196666102,2022-07-25,2022-07-31,2022-08-01,Delivered,210.0
2443,Ekart,TRK5634202223,2022-08-02,2022-08-05,2022-08-08,Delivered,86.25
2445,Delhivery,TRK4998013768,2023-10-21,2023-10-28,2023-10-28,Delivered,232.65
2446,FedEx India,TRK3675901779,2022-06-14,2022-06-19,2022-06-21,Delivered,210.68
2447,BlueDart,TRK1524461440,2024-02-07,2024-02-12,2024-02-13,Delivered,195.43
2450,Ekart,TRK9233517465,2023-09-15,2023-09-22,,Shipped,59.28
2453,Delhivery,TRK6426018637,2023-06-10,2023-06-15,,Shipped,229.86
2454,DTDC,TRK2631995695,2022-04-20,2022-04-26,2022-04-29,Delivered,174.39
2456,BlueDart,TRK5922776414,2023-11-05,2023-11-10,2023-11-10,Delivered,196.4
2457,FedEx India,TRK9003850255,2022-09-30,2022-10-06,2022-10-05,Delivered,129.41
2458,FedEx India,TRK1344486722,2023-12-30,2024-01-02,2024-01-01,Delivered,119.3
2459,DTDC,TRK8839047331,2022-11-02,2022-11-08,,Shipped,90.89
2460,Delhivery,TRK4546157493,2022-09-24,2022-10-01,2022-09-30,Delivered,225.0
2461,BlueDart,TRK2511497887,2022-06-02,2022-06-09,2022-06-11,Delivered,165.52
2462,Ekart,TRK9531204095,2023-08-03,2023-08-08,2023-08-07,Delivered,129.2
2463,BlueDart,TRK4377661830,2022-06-14,2022-06-17,2022-06-18,Delivered,162.07
2464,Delhivery,TRK8580018731,2023-11-22,2023-11-26,2023-11-27,Delivered,40.47
2465,Ekart,TRK4391511436,2022-06-01,2022-06-07,,Shipped,49.26
2467,FedEx India,TRK7862107818,2022-01-14,2022-01-18,2022-01-20,Delivered,74.66
2468,Delhivery,TRK7109685642,2023-06-17,2023-06-23,2023-06-26,Delivered,242.0
2469,DTDC,TRK5706802693,2022-12-20,2022-12-24,,Shipped,52.62
2470,Delhivery,TRK3154230600,2023-06-21,2023-06-26,2023-06-29,Delivered,155.08
2471,DTDC,TRK2302865505,2023-06-24,2023-06-27,2023-06-29,Delivered,169.88
2473,Ekart,TRK2241142066,2022-08-21,2022-08-28,2022-08-30,Delivered,146.1
